District,School,Grade,Year,Value
RIO RANCHO ,RIO RANCHO CYBER ACADEMY,A,2013-2014,5
RIO RANCHO ,RIO RANCHO ELEMENTARY,B,2013-2014,4
RIO RANCHO ,RIO RANCHO HIGH,A,2013-2014,5
RIO RANCHO ,RIO RANCHO MIDDLE SCHOOL,B,2013-2014,4
RIO RANCHO ,SANDIA VISTA ELEMENTARY,C,2013-2014,3
RIO RANCHO ,SHINING STARS PRESCHOOL,NA,2013-2014,NA
RIO RANCHO ,V SUE CLEVELAND HIGH,A,2013-2014,5
RIO RANCHO ,VISTA GRANDE ELEMENTARY,B,2013-2014,4
RIO RANCHO ,CIELO AZUL ELEMENTARY,A,2014-2015,5
RIO RANCHO ,COLINAS DEL NORTE ELEMENTARY,C,2014-2015,3
RIO RANCHO ,EAGLE RIDGE MIDDLE,C,2014-2015,3
RIO RANCHO ,ENCHANTED HILLS ELEMENTARY,A,2014-2015,5
RIO RANCHO ,ERNEST STAPLETON ELEMENTARY,A,2014-2015,5
RIO RANCHO ,INDEPENDENCE HIGH SCHOOL,C,2014-2015,3
RIO RANCHO ,LINCOLN MIDDLE,B,2014-2015,4
RIO RANCHO ,MAGGIE CORDOVA ELEMENTARY SCHOOL,B,2014-2015,4
RIO RANCHO ,MARTIN KING JR ELEMENTARY,A,2014-2015,5
RIO RANCHO ,MOUNTAIN VIEW MIDDLE,A,2014-2015,5
RIO RANCHO ,PUESTA DEL SOL ELEMENTARY,B,2014-2015,4
RIO RANCHO ,RIO RANCHO CYBER ACADEMY,A,2014-2015,5
RIO RANCHO ,RIO RANCHO ELEMENTARY,A,2014-2015,5
RIO RANCHO ,RIO RANCHO HIGH,A,2014-2015,5
RIO RANCHO ,RIO RANCHO MIDDLE SCHOOL,B,2014-2015,4
RIO RANCHO ,SANDIA VISTA ELEMENTARY,B,2014-2015,4
RIO RANCHO ,SHINING STARS PRESCHOOL,NA,2014-2015,NA
RIO RANCHO ,V SUE CLEVELAND HIGH,A,2014-2015,5
RIO RANCHO ,VISTA GRANDE ELEMENTARY,B,2014-2015,4
RIO RANCHO ,CIELO AZUL ELEMENTARY,C,2015-2016,3
RIO RANCHO ,COLINAS DEL NORTE ELEMENTARY,D,2015-2016,2
RIO RANCHO ,EAGLE RIDGE MIDDLE,C,2015-2016,3
RIO RANCHO ,ENCHANTED HILLS ELEMENTARY,B,2015-2016,4
RIO RANCHO ,ERNEST STAPLETON ELEMENTARY,B,2015-2016,4
RIO RANCHO ,INDEPENDENCE HIGH SCHOOL,C,2015-2016,3
RIO RANCHO ,LINCOLN MIDDLE,C,2015-2016,3
RIO RANCHO ,MAGGIE CORDOVA ELEMENTARY SCHOOL,C,2015-2016,3
RIO RANCHO ,MARTIN KING JR ELEMENTARY,A,2015-2016,5
RIO RANCHO ,MOUNTAIN VIEW MIDDLE,B,2015-2016,4
RIO RANCHO ,PUESTA DEL SOL ELEMENTARY,B,2015-2016,4
RIO RANCHO ,RIO RANCHO CYBER ACADEMY,A,2015-2016,5
RIO RANCHO ,RIO RANCHO ELEMENTARY,C,2015-2016,3
RIO RANCHO ,RIO RANCHO HIGH,A,2015-2016,5
RIO RANCHO ,RIO RANCHO MIDDLE SCHOOL,A,2015-2016,5
RIO RANCHO ,SANDIA VISTA ELEMENTARY,D,2015-2016,2
RIO RANCHO ,SHINING STARS PRESCHOOL,NA,2015-2016,NA
RIO RANCHO ,V SUE CLEVELAND HIGH,A,2015-2016,5
RIO RANCHO ,VISTA GRANDE ELEMENTARY,B,2015-2016,4
ROOTS AND WINGS COMMUNITY,ROOTS & WINGS COMMUNITY,A,2016-2017,5
ROOTS AND WINGS COMMUNITY,ROOTS & WINGS COMMUNITY,B,2017-2018,4
ROSWELL,BERRENDO ELEMENTARY,C,2016-2017,3
ROSWELL,BERRENDO MIDDLE,B,2016-2017,4
ROSWELL,DEL NORTE ELEMENTARY,A,2016-2017,5
ROSWELL,E GRAND PLAINS ELEMENTARY,D,2016-2017,2
ROSWELL,EARLY COLLEGE HIGH SCHOOL,C,2016-2017,3
ROSWELL,EL CAPITAN ELEMENTARY,B,2016-2017,4
ROSWELL,GODDARD HIGH,C,2016-2017,3
ROSWELL,MESA MIDDLE,C,2016-2017,3
ROSWELL,MILITARY HGTS ELEMENTARY,B,2016-2017,4
ROSWELL,MISSOURI AVE ELEMENTARY,D,2016-2017,2
ROSWELL,MONTERREY ELEMENTARY,B,2016-2017,4
ROSWELL,MOUNTAIN VIEW MIDDLE,D,2016-2017,2
ROSWELL,NANCY LOPEZ ELEMENTARY,F,2016-2017,1
ROSWELL,PECOS ELEMENTARY,D,2016-2017,2
ROSWELL,ROSWELL HIGH,D,2016-2017,2
ROSWELL,SIDNEY GUTIERREZ MIDDLE,A,2016-2017,5
ROSWELL,SIERRA MIDDLE,D,2016-2017,2
ROSWELL,SUNSET ELEMENTARY,B,2016-2017,4
ROSWELL,UNIVERSITY HIGH,D,2016-2017,2
ROSWELL,VALLEY VIEW ELEMENTARY,B,2016-2017,4
ROSWELL,WASHINGTON AVE ELEMENTARY,B,2016-2017,4
ROSWELL,BERRENDO ELEMENTARY,C,2017-2018,3
ROSWELL,BERRENDO MIDDLE,B,2017-2018,4
ROSWELL,DEL NORTE ELEMENTARY,B,2017-2018,4
ROSWELL,E GRAND PLAINS ELEMENTARY,B,2017-2018,4
ROSWELL,EARLY COLLEGE HIGH SCHOOL,C,2017-2018,3
ROSWELL,EL CAPITAN ELEMENTARY,A,2017-2018,5
ROSWELL,GODDARD HIGH,C,2017-2018,3
ROSWELL,MESA MIDDLE,D,2017-2018,2
ROSWELL,MILITARY HGTS ELEMENTARY,A,2017-2018,5
ROSWELL,MISSOURI AVE ELEMENTARY,F,2017-2018,1
ROSWELL,MONTERREY ELEMENTARY,D,2017-2018,2
ROSWELL,MOUNTAIN VIEW MIDDLE,B,2017-2018,4
ROSWELL,NANCY LOPEZ ELEMENTARY,D,2017-2018,2
ROSWELL,PECOS ELEMENTARY,B,2017-2018,4
ROSWELL,ROSWELL HIGH,D,2017-2018,2
ROSWELL,SIDNEY GUTIERREZ MIDDLE,A,2017-2018,5
ROSWELL,SIERRA MIDDLE,F,2017-2018,1
ROSWELL,SUNSET ELEMENTARY,D,2017-2018,2
ROSWELL,UNIVERSITY HIGH,D,2017-2018,2
ROSWELL,VALLEY VIEW ELEMENTARY,B,2017-2018,4
ROSWELL,WASHINGTON AVE ELEMENTARY,C,2017-2018,3
ROSWELL ,BERRENDO ELEMENTARY,D,2012-2013,2
ROSWELL ,BERRENDO MIDDLE,A,2012-2013,5
ROSWELL ,DEL NORTE ELEMENTARY,B,2012-2013,4
ROSWELL ,E GRAND PLAINS ELEMENTARY,B,2012-2013,4
ROSWELL ,EL CAPITAN ELEMENTARY,D,2012-2013,2
ROSWELL ,GODDARD HIGH,B,2012-2013,4
ROSWELL ,MESA MIDDLE,C,2012-2013,3
ROSWELL ,MILITARY HGTS ELEMENTARY,D,2012-2013,2
ROSWELL ,MISSOURI AVE ELEMENTARY,D,2012-2013,2
ROSWELL ,MONTERREY ELEMENTARY,F,2012-2013,1
ROSWELL ,MOUNTAIN VIEW MIDDLE,C,2012-2013,3
ROSWELL ,NANCY LOPEZ ELEMENTARY,D,2012-2013,2
ROSWELL ,PARKVIEW EARLY LITERACY CENTER,NA,2012-2013,NA
ROSWELL ,PECOS ELEMENTARY,C,2012-2013,3
ROSWELL ,ROSWELL HIGH,B,2012-2013,4
ROSWELL ,SIDNEY GUTIERREZ MIDDLE,A,2012-2013,5
ROSWELL ,SIERRA MIDDLE,C,2012-2013,3
ROSWELL ,SUNSET ELEMENTARY,D,2012-2013,2
ROSWELL ,UNIVERSITY HIGH,C,2012-2013,3
ROSWELL ,VALLEY VIEW ELEMENTARY,B,2012-2013,4
ROSWELL ,WASHINGTON AVE ELEMENTARY,D,2012-2013,2
ROSWELL ,BERRENDO ELEMENTARY,C,2013-2014,3
ROSWELL ,BERRENDO MIDDLE,B,2013-2014,4
ROSWELL ,DEL NORTE ELEMENTARY,B,2013-2014,4
ROSWELL ,E GRAND PLAINS ELEMENTARY,B,2013-2014,4
ROSWELL ,EL CAPITAN ELEMENTARY,C,2013-2014,3
ROSWELL ,GODDARD HIGH,A,2013-2014,5
ROSWELL ,MESA MIDDLE,D,2013-2014,2
ROSWELL ,MILITARY HGTS ELEMENTARY,B,2013-2014,4
ROSWELL ,MISSOURI AVE ELEMENTARY,C,2013-2014,3
ROSWELL ,MONTERREY ELEMENTARY,D,2013-2014,2
ROSWELL ,MOUNTAIN VIEW MIDDLE,D,2013-2014,2
ROSWELL ,NANCY LOPEZ ELEMENTARY,D,2013-2014,2
ROSWELL ,PARKVIEW EARLY LITERACY CENTER,NA,2013-2014,NA
ROSWELL ,PECOS ELEMENTARY,C,2013-2014,3
ROSWELL ,ROSWELL HIGH,B,2013-2014,4
ROSWELL ,SIDNEY GUTIERREZ MIDDLE,A,2013-2014,5
ROSWELL ,SIERRA MIDDLE,C,2013-2014,3
ROSWELL ,SUNSET ELEMENTARY,C,2013-2014,3
ROSWELL ,UNIVERSITY HIGH,D,2013-2014,2
ROSWELL ,VALLEY VIEW ELEMENTARY,A,2013-2014,5
ROSWELL ,WASHINGTON AVE ELEMENTARY,D,2013-2014,2
ROSWELL ,BERRENDO ELEMENTARY,C,2014-2015,3
ROSWELL ,BERRENDO MIDDLE,B,2014-2015,4
ROSWELL ,DEL NORTE ELEMENTARY,D,2014-2015,2
ROSWELL ,E GRAND PLAINS ELEMENTARY,A,2014-2015,5
ROSWELL ,EL CAPITAN ELEMENTARY,C,2014-2015,3
ROSWELL ,GODDARD HIGH,D,2014-2015,2
ROSWELL ,MESA MIDDLE,D,2014-2015,2
ROSWELL ,MILITARY HGTS ELEMENTARY,C,2014-2015,3
ROSWELL ,MISSOURI AVE ELEMENTARY,D,2014-2015,2
ROSWELL ,MONTERREY ELEMENTARY,D,2014-2015,2
ROSWELL ,MOUNTAIN VIEW MIDDLE,C,2014-2015,3
ROSWELL ,NANCY LOPEZ ELEMENTARY,C,2014-2015,3
ROSWELL ,PARKVIEW EARLY LITERACY CENTER,NA,2014-2015,NA
ROSWELL ,PECOS ELEMENTARY,D,2014-2015,2
ROSWELL ,ROSWELL HIGH,D,2014-2015,2
ROSWELL ,SIDNEY GUTIERREZ MIDDLE,A,2014-2015,5
ROSWELL ,SIERRA MIDDLE,D,2014-2015,2
ROSWELL ,SUNSET ELEMENTARY,F,2014-2015,1
ROSWELL ,UNIVERSITY HIGH,F,2014-2015,1
ROSWELL ,VALLEY VIEW ELEMENTARY,B,2014-2015,4
ROSWELL ,WASHINGTON AVE ELEMENTARY,D,2014-2015,2
ROSWELL ,BERRENDO ELEMENTARY,B,2015-2016,4
ROSWELL ,BERRENDO MIDDLE,B,2015-2016,4
ROSWELL ,DEL NORTE ELEMENTARY,B,2015-2016,4
ROSWELL ,E GRAND PLAINS ELEMENTARY,C,2015-2016,3
ROSWELL ,EARLY COLLEGE HIGH SCHOOL,C,2015-2016,3
ROSWELL ,EL CAPITAN ELEMENTARY,C,2015-2016,3
ROSWELL ,GODDARD HIGH,D,2015-2016,2
ROSWELL ,MESA MIDDLE,F,2015-2016,1
ROSWELL ,MILITARY HGTS ELEMENTARY,B,2015-2016,4
ROSWELL ,MISSOURI AVE ELEMENTARY,C,2015-2016,3
ROSWELL ,MONTERREY ELEMENTARY,C,2015-2016,3
ROSWELL ,MOUNTAIN VIEW MIDDLE,C,2015-2016,3
ROSWELL ,NANCY LOPEZ ELEMENTARY,D,2015-2016,2
ROSWELL ,PARKVIEW EARLY LITERACY CENTER,NA,2015-2016,NA
ROSWELL ,PECOS ELEMENTARY,C,2015-2016,3
ROSWELL ,ROSWELL HIGH,D,2015-2016,2
ROSWELL ,SIDNEY GUTIERREZ MIDDLE,A,2015-2016,5
ROSWELL ,SIERRA MIDDLE,F,2015-2016,1
ROSWELL ,SUNSET ELEMENTARY,F,2015-2016,1
ROSWELL ,UNIVERSITY HIGH,F,2015-2016,1
ROSWELL ,VALLEY VIEW ELEMENTARY,B,2015-2016,4
ROSWELL ,WASHINGTON AVE ELEMENTARY,C,2015-2016,3
ROY,ROY ELEMENTARY,B,2016-2017,4
ROY,ROY HIGH,A,2016-2017,5
ROY,ROY ELEMENTARY,A,2017-2018,5
ROY,ROY HIGH,B,2017-2018,4
ROY ,ROY ELEMENTARY,C,2012-2013,3
ROY ,ROY HIGH,A,2012-2013,5
ROY ,ROY ELEMENTARY,B,2013-2014,4
ROY ,ROY HIGH,A,2013-2014,5
ROY ,ROY ELEMENTARY,B,2014-2015,4
ROY ,ROY HIGH,C,2014-2015,3
ROY ,ROY ELEMENTARY,B,2015-2016,4
ROY ,ROY HIGH,A,2015-2016,5
RUIDOSO,NOB HILL EARLY CHILDHOOD CENTER,A,2016-2017,5
RUIDOSO,RUIDOSO HIGH,C,2016-2017,3
RUIDOSO,RUIDOSO MIDDLE,D,2016-2017,2
RUIDOSO,SIERRA VISTA PRIMARY,D,2016-2017,2
RUIDOSO,WHITE MOUNTAIN ELEMENTARY,D,2016-2017,2
RUIDOSO,NOB HILL EARLY CHILDHOOD CENTER,D,2017-2018,2
RUIDOSO,RUIDOSO HIGH,C,2017-2018,3
RUIDOSO,RUIDOSO MIDDLE,C,2017-2018,3
RUIDOSO,SIERRA VISTA PRIMARY,A,2017-2018,5
RUIDOSO,WHITE MOUNTAIN ELEMENTARY,B,2017-2018,4
RUIDOSO ,NOB HILL EARLY CHILDHOOD CENTER,B,2012-2013,4
RUIDOSO ,RUIDOSO HIGH,A,2012-2013,5
RUIDOSO ,RUIDOSO MIDDLE,D,2012-2013,2
RUIDOSO ,SIERRA VISTA PRIMARY,F,2012-2013,1
RUIDOSO ,WHITE MOUNTAIN ELEMENTARY,F,2012-2013,1
RUIDOSO ,NOB HILL EARLY CHILDHOOD CENTER,C,2013-2014,3
RUIDOSO ,RUIDOSO HIGH,B,2013-2014,4
RUIDOSO ,RUIDOSO MIDDLE,D,2013-2014,2
RUIDOSO ,SIERRA VISTA PRIMARY,C,2013-2014,3
RUIDOSO ,WHITE MOUNTAIN ELEMENTARY,C,2013-2014,3
RUIDOSO ,NOB HILL EARLY CHILDHOOD CENTER,B,2014-2015,4
RUIDOSO ,RUIDOSO HIGH,C,2014-2015,3
RUIDOSO ,RUIDOSO MIDDLE,C,2014-2015,3
RUIDOSO ,SIERRA VISTA PRIMARY,B,2014-2015,4
RUIDOSO ,WHITE MOUNTAIN ELEMENTARY,D,2014-2015,2
RUIDOSO ,NOB HILL EARLY CHILDHOOD CENTER,A,2015-2016,5
RUIDOSO ,RUIDOSO HIGH,B,2015-2016,4
RUIDOSO ,RUIDOSO MIDDLE,C,2015-2016,3
RUIDOSO ,SIERRA VISTA PRIMARY,A,2015-2016,5
RUIDOSO ,WHITE MOUNTAIN ELEMENTARY,B,2015-2016,4
SAGE MONTESSORI CHARTER SCHOOL,SAGE MONTESSORI CHARTER SCHOOL,F,2012-2013,1
SAGE MONTESSORI CHARTER SCHOOL,SAGE MONTESSORI CHARTER SCHOOL,D,2013-2014,2
SAGE MONTESSORI CHARTER SCHOOL,SAGE MONTESSORI CHARTER SCHOOL,F,2014-2015,1
SAGE MONTESSORI CHARTER SCHOOL,SAGE MONTESSORI CHARTER SCHOOL,D,2015-2016,2
SAGE MONTESSORI CHARTER SCHOOL,SAGE MONTESSORI CHARTER SCHOOL,D,2016-2017,2
SAN JON,SAN JON ELEMENTARY,A,2016-2017,5
SAN JON,SAN JON HIGH,C,2016-2017,3
SAN JON,SAN JON MIDDLE SCHOOL,C,2016-2017,3
SAN JON,SAN JON ELEMENTARY,B,2017-2018,4
SAN JON,SAN JON HIGH,B,2017-2018,4
SAN JON,SAN JON MIDDLE SCHOOL,B,2017-2018,4
SAN JON ,SAN JON ELEMENTARY,C,2012-2013,3
SAN JON ,SAN JON HIGH,B,2012-2013,4
SAN JON ,SAN JON MIDDLE SCHOOL,C,2012-2013,3
SAN JON ,SAN JON ELEMENTARY,F,2013-2014,1
SAN JON ,SAN JON HIGH,C,2013-2014,3
SAN JON ,SAN JON MIDDLE SCHOOL,D,2013-2014,2
SAN JON ,SAN JON ELEMENTARY,B,2014-2015,4
SAN JON ,SAN JON HIGH,C,2014-2015,3
SAN JON ,SAN JON MIDDLE SCHOOL,B,2014-2015,4
SAN JON ,SAN JON ELEMENTARY,A,2015-2016,5
SAN JON ,SAN JON HIGH,B,2015-2016,4
SAN JON ,SAN JON MIDDLE SCHOOL,B,2015-2016,4
SANDOVAL ACADEMY OF BILINGUAL EDUCATION,SANDOVAL ACADEMY OF BILINGUAL EDUCATION,D,2015-2016,2
SANDOVAL ACADEMY OF BILINGUAL EDUCATION,SANDOVAL ACADEMY OF BILINGUAL EDUCATION,B,2016-2017,4
SANDOVAL ACADEMY OF BILINGUAL EDUCATION,SANDOVAL ACADEMY OF BILINGUAL EDUCATION,B,2017-2018,4
SANTA FE,ACADEMY AT LARRAGOITE,D,2016-2017,2
SANTA FE,ACADEMY FOR TECH & CLASS,A,2016-2017,5
SANTA FE,ACEQUIA MADRE ELEMENTARY,A,2016-2017,5
SANTA FE,AMY BIEHL COMMUNITY SCHOOL,B,2016-2017,4
SANTA FE,ASPEN COMMUNITY MAGNET SCHOOL,D,2016-2017,2
SANTA FE,ATALAYA ELEMENTARY,B,2016-2017,4
SANTA FE,CALVIN CAPSHAW MIDDLE,F,2016-2017,1
SANTA FE,CAPITAL HIGH,C,2016-2017,3
SANTA FE,CARLOS GILBERT ELEMENTARY,A,2016-2017,5
SANTA FE,CESAR CHAVEZ ELEMENTARY,D,2016-2017,2
SANTA FE,CHAPARRAL ELEMENTARY,B,2016-2017,4
SANTA FE,DE VARGAS MIDDLE,F,2016-2017,1
SANTA FE,E.J. MARTINEZ ELEMENTARY,D,2016-2017,2
SANTA FE,EARLY COLLEGE OPPORTUNITIES,F,2016-2017,1
SANTA FE,EDWARD ORTIZ MIDDLE,F,2016-2017,1
SANTA FE,EL CAMINO REAL ACADEMY COMMUNITY,F,2016-2017,1
SANTA FE,EL DORADO COMMUNITY SCHOOL,B,2016-2017,4
SANTA FE,FRANCIS X. NAVA ELEMENTARY,C,2016-2017,3
SANTA FE,GONZALES ELEMENTARY,C,2016-2017,3
SANTA FE,KEARNY ELEMENTARY,C,2016-2017,3
SANTA FE,MANDELA INTERNATIONAL MAGNET (MIMS),B,2016-2017,4
SANTA FE,NINA OTERO COMMUNITY SCHOOL,F,2016-2017,1
SANTA FE,PINON ELEMENTARY,A,2016-2017,5
SANTA FE,R.M. SWEENEY ELEMENTARY,B,2016-2017,4
SANTA FE,RAMIREZ THOMAS ELEMENTARY,D,2016-2017,2
SANTA FE,SALAZAR ELEMENTARY,D,2016-2017,2
SANTA FE,SANTA FE ENGAGE,F,2016-2017,1
SANTA FE,SANTA FE HIGH,C,2016-2017,3
SANTA FE,TESUQUE ELEMENTARY,D,2016-2017,2
SANTA FE,WOOD-GORMLEY ELEMENTARY,A,2016-2017,5
SANTA FE,ACADEMY AT LARRAGOITE,D,2017-2018,2
SANTA FE,ACADEMY FOR TECH & CLASS,A,2017-2018,5
SANTA FE,ACEQUIA MADRE ELEMENTARY,A,2017-2018,5
SANTA FE,AMY BIEHL COMMUNITY SCHOOL,D,2017-2018,2
SANTA FE,ASPEN COMMUNITY MAGNET SCHOOL,D,2017-2018,2
SANTA FE,ATALAYA ELEMENTARY,B,2017-2018,4
SANTA FE,CAPITAL HIGH,C,2017-2018,3
SANTA FE,CARLOS GILBERT ELEMENTARY,B,2017-2018,4
SANTA FE,CESAR CHAVEZ ELEMENTARY,F,2017-2018,1
SANTA FE,CHAPARRAL ELEMENTARY,B,2017-2018,4
SANTA FE,E.J. MARTINEZ ELEMENTARY,C,2017-2018,3
SANTA FE,EARLY COLLEGE OPPORTUNITIES,F,2017-2018,1
SANTA FE,EDWARD ORTIZ MIDDLE,F,2017-2018,1
SANTA FE,EL CAMINO REAL ACADEMY COMMUNITY,F,2017-2018,1
SANTA FE,EL DORADO COMMUNITY SCHOOL,B,2017-2018,4
SANTA FE,FRANCIS X. NAVA ELEMENTARY,D,2017-2018,2
SANTA FE,GONZALES ELEMENTARY,D,2017-2018,2
SANTA FE,KEARNY ELEMENTARY,D,2017-2018,2
SANTA FE,MANDELA INTERNATIONAL MAGNET (MIMS),B,2017-2018,4
SANTA FE,MILAGRO MIDDLE,F,2017-2018,1
SANTA FE,NINA OTERO COMMUNITY SCHOOL,F,2017-2018,1
SANTA FE,PINON ELEMENTARY,A,2017-2018,5
SANTA FE,R.M. SWEENEY ELEMENTARY,C,2017-2018,3
SANTA FE,RAMIREZ THOMAS ELEMENTARY,F,2017-2018,1
SANTA FE,SALAZAR ELEMENTARY,D,2017-2018,2
SANTA FE,SANTA FE ENGAGE,F,2017-2018,1
SANTA FE,SANTA FE HIGH,D,2017-2018,2
SANTA FE,TESUQUE ELEMENTARY,C,2017-2018,3
SANTA FE,WOOD-GORMLEY ELEMENTARY,A,2017-2018,5
SANTA FE ,ACADEMY AT LARRAGOITE,C,2012-2013,3
SANTA FE ,ACADEMY FOR TECH & CLASS,A,2012-2013,5
SANTA FE ,ACEQUIA MADRE ELEMENTARY,B,2012-2013,4
SANTA FE ,AGUA FRIA ELEMENTARY,D,2012-2013,2
SANTA FE ,AMY BIEHL COMMUNITY SCHOOL AT RANCHO VIEJO,C,2012-2013,3
SANTA FE ,ASPEN COMMUNITY MAGNET SCHOOL,F,2012-2013,1
SANTA FE ,ATALAYA ELEMENTARY,B,2012-2013,4
SANTA FE ,CALVIN CAPSHAW MIDDLE,D,2012-2013,2
SANTA FE ,CAPITAL HIGH,B,2012-2013,4
SANTA FE ,CARLOS GILBERT ELEMENTARY,B,2012-2013,4
SANTA FE ,CESAR CHAVEZ ELEMENTARY,F,2012-2013,1
SANTA FE ,CHAPARRAL ELEMENTARY,D,2012-2013,2
SANTA FE ,DE VARGAS MIDDLE,D,2012-2013,2
SANTA FE ,E.J. MARTINEZ ELEMENTARY,D,2012-2013,2
SANTA FE ,EDWARD ORTIZ MIDDLE,D,2012-2013,2
SANTA FE ,EL DORADO COMMUNITY SCHOOL,B,2012-2013,4
SANTA FE ,FRANCIS X. NAVA ELEMENTARY,D,2012-2013,2
SANTA FE ,GONZALES ELEMENTARY,D,2012-2013,2
SANTA FE ,KEARNY ELEMENTARY,F,2012-2013,1
SANTA FE ,MONTE DEL SOL CHARTER,B,2012-2013,4
SANTA FE ,NYE EARLY CHILDHOOD,NA,2012-2013,NA
SANTA FE ,PINON ELEMENTARY,B,2012-2013,4
SANTA FE ,R.M. SWEENEY ELEMENTARY,F,2012-2013,1
SANTA FE ,RAMIREZ THOMAS ELEMENTARY,C,2012-2013,3
SANTA FE ,SALAZAR ELEMENTARY,D,2012-2013,2
SANTA FE ,SANTA FE HIGH,B,2012-2013,4
SANTA FE ,TESUQUE ELEMENTARY,C,2012-2013,3
SANTA FE ,TIERRA ENCANTADA CHARTER SCHOOL,C,2012-2013,3
SANTA FE ,TURQUOISE TRAIL CHARTER SCHOOL,D,2012-2013,2
SANTA FE ,WOOD-GORMLEY ELEMENTARY,A,2012-2013,5
SANTA FE ,ACADEMY AT LARRAGOITE,C,2013-2014,3
SANTA FE ,ACADEMY FOR TECH & CLASS,A,2013-2014,5
SANTA FE ,ACEQUIA MADRE ELEMENTARY,B,2013-2014,4
SANTA FE ,AGUA FRIA ELEMENTARY,D,2013-2014,2
SANTA FE ,AMY BIEHL COMMUNITY SCHOOL AT RANCHO VIEJO,B,2013-2014,4
SANTA FE ,ASPEN COMMUNITY MAGNET SCHOOL,D,2013-2014,2
SANTA FE ,ATALAYA ELEMENTARY,B,2013-2014,4
SANTA FE ,CALVIN CAPSHAW MIDDLE,C,2013-2014,3
SANTA FE ,CAPITAL HIGH,D,2013-2014,2
SANTA FE ,CARLOS GILBERT ELEMENTARY,A,2013-2014,5
SANTA FE ,CESAR CHAVEZ ELEMENTARY,D,2013-2014,2
SANTA FE ,CHAPARRAL ELEMENTARY,D,2013-2014,2
SANTA FE ,DE VARGAS MIDDLE,D,2013-2014,2
SANTA FE ,E.J. MARTINEZ ELEMENTARY,D,2013-2014,2
SANTA FE ,EDWARD ORTIZ MIDDLE,D,2013-2014,2
SANTA FE ,EL DORADO COMMUNITY SCHOOL,B,2013-2014,4
SANTA FE ,FRANCIS X. NAVA ELEMENTARY,D,2013-2014,2
SANTA FE ,GONZALES ELEMENTARY,D,2013-2014,2
SANTA FE ,KEARNY ELEMENTARY,F,2013-2014,1
SANTA FE ,MONTE DEL SOL CHARTER,B,2013-2014,4
SANTA FE ,NYE EARLY CHILDHOOD,NA,2013-2014,NA
SANTA FE ,PINON ELEMENTARY,B,2013-2014,4
SANTA FE ,R.M. SWEENEY ELEMENTARY,D,2013-2014,2
SANTA FE ,RAMIREZ THOMAS ELEMENTARY,D,2013-2014,2
SANTA FE ,SALAZAR ELEMENTARY,F,2013-2014,1
SANTA FE ,SANTA FE HIGH,D,2013-2014,2
SANTA FE ,TESUQUE ELEMENTARY,B,2013-2014,4
SANTA FE ,TIERRA ENCANTADA CHARTER SCHOOL,C,2013-2014,3
SANTA FE ,TURQUOISE TRAIL CHARTER SCHOOL,A,2013-2014,5
SANTA FE ,WOOD-GORMLEY ELEMENTARY,A,2013-2014,5
SANTA FE ,ACADEMY AT LARRAGOITE,D,2014-2015,2
SANTA FE ,ACADEMY FOR TECH & CLASS,A,2014-2015,5
SANTA FE ,ACEQUIA MADRE ELEMENTARY,B,2014-2015,4
SANTA FE ,AMY BIEHL COMMUNITY SCHOOL AT RANCHO VIEJO,C,2014-2015,3
SANTA FE ,ASPEN COMMUNITY MAGNET SCHOOL,D,2014-2015,2
SANTA FE ,ATALAYA ELEMENTARY,A,2014-2015,5
SANTA FE ,CALVIN CAPSHAW MIDDLE,C,2014-2015,3
SANTA FE ,CAPITAL HIGH,C,2014-2015,3
SANTA FE ,CARLOS GILBERT ELEMENTARY,A,2014-2015,5
SANTA FE ,CESAR CHAVEZ ELEMENTARY,B,2014-2015,4
SANTA FE ,CHAPARRAL ELEMENTARY,F,2014-2015,1
SANTA FE ,DE VARGAS MIDDLE,F,2014-2015,1
SANTA FE ,E.J. MARTINEZ ELEMENTARY,D,2014-2015,2
SANTA FE ,EDWARD ORTIZ MIDDLE,F,2014-2015,1
SANTA FE ,EL CAMINO REAL ACADEMY COMMUNITY,D,2014-2015,2
SANTA FE ,EL DORADO COMMUNITY SCHOOL,B,2014-2015,4
SANTA FE ,FRANCIS X. NAVA ELEMENTARY,B,2014-2015,4
SANTA FE ,GONZALES ELEMENTARY,C,2014-2015,3
SANTA FE ,KEARNY ELEMENTARY,F,2014-2015,1
SANTA FE ,MANDELA INTERNATIONAL MAGNET,F,2014-2015,1
SANTA FE ,MONTE DEL SOL CHARTER,D,2014-2015,2
SANTA FE ,NINA OTERO COMMUNITY SCHOOL,C,2014-2015,3
SANTA FE ,NYE EARLY CHILDHOOD,NA,2014-2015,NA
SANTA FE ,PINON ELEMENTARY,B,2014-2015,4
SANTA FE ,R.M. SWEENEY ELEMENTARY,B,2014-2015,4
SANTA FE ,RAMIREZ THOMAS ELEMENTARY,D,2014-2015,2
SANTA FE ,SALAZAR ELEMENTARY,F,2014-2015,1
SANTA FE ,SANTA FE ENGAGE,F,2014-2015,1
SANTA FE ,SANTA FE HIGH,F,2014-2015,1
SANTA FE ,TESUQUE ELEMENTARY,C,2014-2015,3
SANTA FE ,TIERRA ENCANTADA CHARTER SCHOOL,D,2014-2015,2
SANTA FE ,TURQUOISE TRAIL CHARTER SCHOOL,C,2014-2015,3
SANTA FE ,WOOD-GORMLEY ELEMENTARY,A,2014-2015,5
